2330 台積電 -- 20110101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ
2011/08/03,70.1,70.5,69.8,70.1,"46,025","3,226,551",-1.8207,0.1776,"25,914,547","1,816,609",70.1,70.2,-1.8375,8.026,2.268,"11,372",11.06,10.98,2.99,2.99
2011/08/04,69.6,70.7,69.6,70,"45,103","3,162,508",-0.1427,0.174,"25,914,547","1,814,018",70,70.1,-0.1428,8.149,2.314,"10,275",11.04,10.96,2.99,2.99
2011/08/05,66,68,66,66.6,"89,690","6,013,753",-4.8571,0.3461,"25,914,547","1,725,908",66.5,66.6,-4.9791,8.212,3.889,"22,333",10.5,10.43,2.84,2.84
2011/08/08,66,67.4,64,65.2,"97,536","6,426,603",-2.1021,0.3764,"25,914,547","1,689,628",65.2,65.5,-2.1245,8.364,3.989,"22,330",10.28,10.21,2.78,2.78
2011/08/09,62.5,65.1,62.2,63.3,"116,036","7,354,968",-2.9141,0.4478,"25,914,547","1,640,390",63.3,63.5,-2.9574,8.185,3.814,"25,582",9.98,9.91,2.7,2.7
2011/08/10,65.1,67,65,65.8,"109,804","7,206,636",3.9494,0.4237,"25,914,547","1,705,177",65.8,65.9,3.8735,8.24,4.136,"21,763",10.38,10.3,2.81,2.81
2011/08/11,64.6,66.8,64,66.4,"54,377","3,571,174",0.9119,0.2098,"25,914,547","1,720,725",66.3,66.4,0.9077,8.334,2.388,"15,680",10.47,10.4,2.83,2.83
2011/08/12,67.2,67.6,65.1,65.1,"64,348","4,253,027",-1.9578,0.2483,"25,914,547","1,687,037",65.1,65.2,-1.9773,8.258,3.118,"14,567",10.27,10.2,2.78,2.78
2011/08/15,66.9,66.9,65.9,66.8,"40,240","2,675,866",2.6114,0.1553,"25,914,547","1,731,091",66.7,66.8,2.5779,8.276,2.938,"9,150",10.54,10.46,2.85,2.85
2011/08/16,66.8,66.8,66,66,"39,029","2,585,577",-1.1976,0.1506,"25,914,547","1,710,360",66,66.1,-1.2048,8.199,2.509,"8,534",10.41,10.34,2.81,2.81
2011/08/17,66,66.2,65.3,65.8,"35,881","2,360,049",-0.303,0.1385,"25,914,547","1,705,177",65.8,65.9,-0.3035,8.231,2.136,"8,105",10.38,10.3,2.81,2.81
2011/08/18,65.8,65.8,63.3,64.4,"73,320","4,695,617",-2.1277,0.2829,"25,914,547","1,668,896",64.3,64.4,-2.1506,8.191,4.024,"16,649",10.16,10.09,2.75,2.75
2011/08/19,63.1,63.9,63,63.9,"49,269","3,119,349",-0.7764,0.1901,"25,914,547","1,655,939",63.7,63.9,-0.7794,8.429,2.639,"11,160",10.08,10.01,2.72,2.73
2011/08/22,63.6,65.5,63,65,"46,371","2,997,433",1.7214,0.1789,"25,914,547","1,684,445",64.9,65,1.7068,8.61,2.52,"11,040",10.25,10.18,2.77,2.77
2011/08/23,65,67.1,65,66.8,"46,548","3,093,697",2.7692,0.1796,"25,914,547","1,731,091",66.8,66.9,2.7316,8.569,2.443,"13,627",10.54,10.46,2.85,2.85
2011/08/24,67.7,67.7,66.4,67.5,"50,480","3,380,050",1.0479,0.1948,"25,914,547","1,749,231",67.3,67.5,1.0425,8.714,2.684,"11,566",10.65,10.57,2.88,2.88
2011/08/25,67.4,67.6,66.4,67,"30,883","2,074,112",-0.7407,0.1192,"25,914,547","1,736,274",66.8,67,-0.7435,8.756,1.887,"8,297",10.57,10.49,2.86,2.86
2011/08/26,67.1,68.3,67,67.9,"40,513","2,750,768",1.3433,0.1563,"25,914,547","1,759,597",67.9,68,1.3343,8.833,2.651,"11,534",10.71,10.63,2.9,2.9
2011/08/29,68.6,69.9,68.1,69.4,"38,635","2,686,589",2.2091,0.1491,"25,914,547","1,798,469",69.4,69.5,2.1851,8.871,3.328,"11,936",10.95,10.87,3.19,2.96
2011/08/30,70.3,70.3,68.6,69,"33,757","2,332,283",-0.5764,0.1303,"25,914,547","1,788,103",69,69.1,-0.578,8.74,2.221,"8,525",11.18,10.81,3.17,2.94
2011/08/31,69.1,69.4,67.8,69.4,"47,789","3,266,971",0.5797,0.1844,"25,914,984","1,798,499",69.4,69.5,0.578,8.682,3.114,"13,887",11.25,10.87,3.19,2.96
2011/09/01,69.4,69.8,68.6,68.6,"47,994","3,322,356",-1.1527,0.1852,"25,914,984","1,777,767",68.6,68.7,-1.1594,8.561,2.543,"10,282",11.12,10.74,3.15,2.93
2011/09/02,69.5,69.5,67.1,67.5,"44,964","3,042,415",-1.6035,0.1735,"25,914,984","1,749,261",67.5,67.6,-1.6165,8.424,3.519,"13,796",10.94,10.57,3.1,2.88
2011/09/05,66.1,67.1,65.9,66.6,"49,912","3,312,539",-1.3333,0.1926,"25,914,984","1,725,937",66.6,66.7,-1.3423,8.546,3.82,"12,835",10.79,10.43,3.06,2.84
2011/09/06,66.5,67.2,66.1,66.1,"40,850","2,711,985",-0.7508,0.1576,"25,914,984","1,712,980",66.1,66.2,-0.7536,8.694,2.61,"9,801",10.71,10.35,3.04,2.82
2011/09/07,67,68.6,66.8,68.6,"40,117","2,720,071",3.7821,0.1548,"25,914,984","1,777,767",68.5,68.6,3.7124,8.829,2.987,"11,733",11.12,10.74,3.15,2.93
2011/09/08,69.6,69.6,68.4,68.7,"43,046","2,967,138",0.1458,0.1661,"25,914,984","1,780,359",68.7,68.8,0.1457,8.82,3.025,"9,523",11.13,10.76,3.16,2.93
2011/09/09,69.5,70.1,68.9,69.3,"38,350","2,665,646",0.8734,0.148,"25,914,984","1,795,908",69.3,69.4,0.8696,8.824,3.068,"11,193",11.23,10.85,3.18,2.96
2011/09/13,69.6,70,68.4,68.4,"34,951","2,414,649",-1.2987,0.1349,"25,914,984","1,772,584",68.4,68.5,-1.3072,8.968,2.739,"8,661",11.09,10.71,3.14,2.92
2011/09/14,69.5,69.6,66.9,67.2,"60,845","4,134,929",-1.7544,0.2348,"25,914,984","1,741,486",67.1,67.2,-1.77,9.009,3.485,"13,812",10.89,10.52,3.09,2.87
2011/09/15,69,69.8,68.5,69.1,"44,236","3,046,097",2.8274,0.1707,"25,914,984","1,790,725",69.1,69.2,2.7881,9.066,3.08,"11,209",11.2,10.82,3.18,2.95
2011/09/16,70.4,72,70.3,71.1,"78,609","5,621,716",2.8944,0.3033,"25,914,984","1,842,555",71.1,71.5,2.8533,9.086,4.402,"20,647",11.52,11.14,3.27,3.03
2011/09/19,71.4,71.7,70.7,71.2,"28,798","2,049,752",0.1406,0.1111,"25,914,984","1,845,146",71.1,71.2,0.1405,9.217,2.587,"7,367",11.54,11.15,3.27,3.04
2011/09/20,71,71.7,69.7,70.5,"46,911","3,314,325",-0.9831,0.181,"25,914,984","1,827,006",70.5,70.6,-0.988,9.111,3.349,"11,007",11.43,11.04,3.24,3.01
2011/09/21,71,72.1,70.9,72,"54,414","3,898,725",2.1277,0.21,"25,914,984","1,865,878",71.9,72,2.1053,9.271,3.774,"13,868",11.67,11.28,3.31,3.07
2011/09/22,70.2,70.5,69,69,"64,921","4,514,152",-4.1667,0.2505,"25,914,984","1,788,133",69,69.2,-4.256,9.165,4.139,"16,718",11.18,10.81,3.17,2.94
2011/09/23,68.2,68.9,67.4,67.5,"89,409","6,071,074",-2.1739,0.345,"25,914,984","1,749,261",67.5,67.6,-2.1979,9.303,4.794,"18,056",10.94,10.57,3.1,2.88
2011/09/26,67.7,68.3,66.9,67.2,"61,686","4,159,118",-0.4444,0.238,"25,914,984","1,741,486",67.2,67.3,-0.4454,9.49,4.035,"15,317",10.89,10.52,3.09,2.87
2011/09/27,68.9,70.2,68.7,69.9,"56,719","3,945,882",4.0179,0.2189,"25,914,984","1,811,457",69.9,70,3.9392,9.726,3.494,"17,185",11.33,10.95,3.21,2.98
2011/09/28,70.8,70.9,69.8,70.3,"46,783","3,286,245",0.5722,0.1805,"25,914,984","1,821,823",70.2,70.3,0.5706,9.704,3.284,"11,757",11.39,11.01,3.23,3
2011/09/29,69.6,70.9,69.3,70.3,"39,956","2,805,982",0,0.1542,"25,914,984","1,821,823",70.3,70.4,0,9.66,3.139,"9,194",11.39,11.01,3.23,3
2011/09/30,70.3,70.8,69,70,"60,517","4,220,225",-0.4267,0.2335,"25,915,149","1,814,060",70,70.1,-0.4277,9.562,4.729,"12,759",11.35,10.96,3.22,2.99
2011/10/03,70,70,68.1,68.6,"33,968","2,335,511",-2,0.1311,"25,915,149","1,777,779",68.6,68.7,-2.0203,9.614,2.969,"9,483",11.12,11.06,3.15,3.15
2011/10/04,70,70,68.2,69.1,"36,568","2,540,121",0.7289,0.1411,"25,915,149","1,790,736",69.1,69.3,0.7262,9.641,2.908,"10,442",11.2,11.14,3.18,3.18
2011/10/05,68.9,69.7,68.7,69.1,"36,349","2,511,002",0,0.1403,"25,915,149","1,790,736",69,69.1,0,9.723,3.61,"6,327",11.2,11.14,3.18,3.18
2011/10/06,69.7,69.9,68.7,69,"57,263","3,968,213",-0.1447,0.221,"25,915,149","1,788,145",69,69.1,-0.1448,9.514,4.225,"8,736",11.18,11.12,3.17,3.17
2011/10/07,69.5,69.6,68.7,69.1,"47,924","3,315,263",0.1449,0.1849,"25,915,149","1,790,736",69,69.1,0.1448,9.419,3.349,"9,249",11.2,11.14,3.18,3.18
2011/10/11,70,70.4,69.6,70,"55,726","3,900,409",1.3025,0.215,"25,915,149","1,814,060",69.9,70,1.2941,9.302,3.571,"9,755",11.35,11.28,3.22,3.22
2011/10/12,70.5,70.5,69.6,70.4,"41,639","2,916,679",0.5714,0.1607,"25,915,149","1,824,426",70.3,70.4,0.5698,9.375,3.074,"7,736",11.41,11.35,3.24,3.24
2011/10/13,69.8,70.4,68.8,70.4,"58,476","4,072,375",0,0.2256,"25,915,149","1,824,426",70.4,70.5,0,9.317,3.916,"13,891",11.41,11.35,3.24,3.24
2011/10/14,70.8,70.8,69.9,70.3,"38,790","2,722,706",-0.142,0.1497,"25,915,149","1,821,834",70.2,70.3,-0.1421,9.393,3.288,"7,268",11.39,11.33,3.23,3.23
2011/10/17,70.8,71.1,70.5,71.1,"39,053","2,767,783",1.138,0.1507,"25,915,149","1,842,567",71,71.1,1.1316,9.369,3.397,"8,936",11.52,11.46,3.27,3.27
2011/10/18,70.1,70.7,70,70.7,"25,859","1,820,847",-0.5626,0.0998,"25,915,149","1,832,201",70.6,70.7,-0.5642,9.445,2.496,"5,105",11.46,11.39,3.25,3.25
2011/10/19,71,71.1,70.2,71.1,"32,281","2,287,371",0.5658,0.1246,"25,915,149","1,842,567",71,71.1,0.5642,9.506,3.035,"7,991",11.52,11.46,3.27,3.27
2011/10/20,70.5,70.7,69.6,69.7,"27,287","1,909,738",-1.9691,0.1053,"25,915,149","1,806,285",69.7,69.8,-1.9887,9.459,2.502,"6,973",11.3,11.23,3.2,3.2
2011/10/21,70.7,70.7,69.6,70.3,"17,965","1,257,984",0.8608,0.0693,"25,915,149","1,821,834",70.2,70.3,0.8571,9.525,1.991,"4,929",11.39,11.33,3.23,3.23
2011/10/24,71.2,71.9,71.2,71.7,"50,146","3,590,883",1.9915,0.1935,"25,915,149","1,858,116",71.6,71.7,1.9719,9.434,3.673,"12,332",11.62,11.56,3.3,3.29
2011/10/25,71.8,72,71,71.5,"43,178","3,087,980",-0.2789,0.1666,"25,915,149","1,852,933",71.4,71.5,-0.2793,9.379,3.32,"8,795",11.59,11.52,3.29,3.29
2011/10/26,71.4,72,71.1,71.9,"25,727","1,843,564",0.5594,0.0993,"25,915,149","1,863,299",71.8,71.9,0.5579,9.375,2.242,"6,368",11.65,11.59,3.3,3.3
2011/10/27,72,72.2,71.4,71.9,"39,438","2,832,114",0,0.1522,"25,915,149","1,863,299",71.9,72,0,9.339,2.523,"7,592",11.65,11.59,3.3,3.3
2011/10/28,73.5,74,72.1,73.1,"93,382","6,828,823",1.669,0.3603,"25,915,149","1,894,397",73,73.1,1.6552,9.432,4.883,"20,209",11.85,11.78,3.16,3.36
2011/10/31,73.5,73.8,73.1,73.6,"46,791","3,438,295",0.684,0.1806,"25,915,343","1,907,369",73.5,73.6,0.6817,9.532,3.889,"9,244",13.31,11.86,3.19,3.38
2011/11/01,73.5,74,73,73.8,"37,363","2,754,350",0.2717,0.1442,"25,915,343","1,912,552",73.7,73.8,0.2714,9.49,2.883,"8,643",13.35,11.89,3.19,3.39
2011/11/02,73.1,73.9,72.4,73.9,"34,693","2,546,513",0.1355,0.1339,"25,915,343","1,915,143",73.8,73.9,0.1354,9.532,2.726,"8,278",13.36,11.91,3.2,3.4
2011/11/03,74.2,74.2,72.3,73.5,"43,447","3,177,894",-0.5413,0.1676,"25,915,343","1,904,777",73.3,73.5,-0.5427,9.655,3.14,"8,857",13.29,11.85,3.18,3.38
2011/11/04,74.5,74.9,73.9,74.6,"57,309","4,277,362",1.4966,0.2211,"25,915,343","1,933,284",74.4,74.6,1.4855,9.615,3.989,"13,961",13.49,12.02,3.23,3.43
2011/11/07,75,75.2,74.3,75,"29,685","2,219,387",0.5362,0.1145,"25,915,343","1,943,650",74.9,75,0.5348,9.634,2.947,"7,388",13.56,12.09,3.25,3.45
2011/11/08,75,75,74,74.5,"21,482","1,599,494",-0.6667,0.0829,"25,915,343","1,930,693",74.4,74.5,-0.6689,9.596,1.987,"5,920",13.47,12.01,3.23,3.42
2011/11/09,74.9,74.9,74.1,74.1,"20,575","1,531,224",-0.5369,0.0794,"25,915,343","1,920,326",74.1,74.3,-0.5384,9.593,1.885,"5,223",13.4,11.94,3.21,3.41
2011/11/10,72.5,73.4,72.5,72.6,"49,448","3,601,248",-2.0243,0.1908,"25,915,343","1,881,453",72.5,72.6,-2.0451,9.727,3.487,"8,347",13.13,11.7,3.14,3.34
2011/11/11,73.5,73.6,72.6,73.4,"27,527","2,013,820",1.1019,0.1062,"25,915,343","1,902,186",73.3,73.4,1.0959,9.756,2.497,"7,448",13.27,11.83,3.18,3.37
2011/11/14,74.9,76,74.6,75.9,"63,725","4,810,724",3.406,0.2459,"25,915,343","1,966,974",75.8,75.9,3.3493,9.876,6.009,"18,034",13.73,12.23,3.29,3.49
2011/11/15,75.5,76,75,76,"37,165","2,803,144",0.1318,0.1434,"25,915,343","1,969,566",75.9,76,0.1317,9.935,4.03,"10,545",13.74,12.25,3.29,3.49
2011/11/16,76,76,74.9,75.4,"39,988","3,020,326",-0.7895,0.1543,"25,915,343","1,954,016",75.4,75.5,-0.7926,9.995,3.589,"9,292",13.63,12.15,3.26,3.46
2011/11/17,75.2,76,74.8,75.7,"34,944","2,635,499",0.3979,0.1348,"25,915,343","1,961,791",75.7,75.8,0.3971,10.034,3.776,"9,129",13.69,12.2,3.28,3.48
2011/11/18,75,75.2,73.7,74.2,"56,459","4,211,471",-1.9815,0.2179,"25,915,343","1,922,918",74.2,74.3,-2.0014,10.043,5.415,"9,287",13.42,11.96,3.21,3.41
2011/11/21,73.2,73.9,73,73.3,"23,406","1,717,903",-1.2129,0.0903,"25,915,343","1,899,594",73.3,73.4,-1.2204,10.254,2.112,"5,849",13.25,11.81,3.17,3.37
2011/11/22,75.2,75.2,73.8,74,"47,492","3,531,645",0.955,0.1833,"25,915,343","1,917,735",74,74.1,0.9504,10.415,4.097,"9,696",13.38,11.93,3.2,3.4
2011/11/23,74,74.5,73.1,73.4,"43,984","3,226,833",-0.8108,0.1697,"25,915,343","1,902,186",73.3,73.4,-0.8141,10.625,3.844,"8,471",13.27,11.83,3.18,3.37
2011/11/24,72.9,73.2,72.6,72.8,"47,608","3,471,132",-0.8174,0.1837,"25,915,343","1,886,636",72.8,72.9,-0.8208,10.45,4.272,"8,142",13.16,11.73,3.15,3.35
2011/11/25,73,73.3,71.3,71.6,"38,314","2,767,183",-1.6484,0.1478,"25,915,343","1,855,538",71.5,71.6,-1.6621,10.399,2.678,"8,769",12.95,11.54,3.1,3.29
2011/11/28,71.6,74.4,71.6,73.6,"34,957","2,569,936",2.7933,0.1349,"25,915,343","1,907,369",73.5,73.6,2.755,10.512,3.556,"9,524",13.31,11.86,3.19,3.38
2011/11/29,73.8,74.2,72.9,73.6,"42,724","3,140,182",0,0.1649,"25,915,343","1,907,369",73.6,73.8,0,10.377,4.295,"8,654",13.31,11.86,3.19,3.38
2011/11/30,74,74.6,73,74.6,"51,449","3,805,245",1.3587,0.1985,"25,916,556","1,933,375",74.4,74.6,1.3495,10.646,4.172,"8,122",13.49,12.02,3.23,3.43
2011/12/01,75.5,76.6,75.5,76.6,"78,593","5,997,369",2.681,0.3033,"25,916,556","1,985,208",76.5,76.6,2.6457,10.225,5.642,"20,515",13.85,13.84,3.32,3.32
2011/12/02,76.6,76.8,75.4,76,"35,343","2,686,345",-0.7833,0.1364,"25,916,556","1,969,658",75.9,76,-0.7864,10.199,3.888,"7,764",13.74,13.73,3.29,3.29
2011/12/05,76,76.3,75.4,76.3,"30,150","2,288,353",0.3947,0.1163,"25,916,556","1,977,433",76.2,76.3,0.394,10.301,3.855,"6,148",13.8,13.79,3.3,3.3
2011/12/06,76.3,76.3,75.3,75.4,"43,140","3,269,855",-1.1796,0.1665,"25,916,556","1,954,108",75.4,75.5,-1.1866,10.387,4.926,"9,266",13.63,13.62,3.26,3.26
2011/12/07,76.5,76.5,75.4,76.4,"40,912","3,116,217",1.3263,0.1579,"25,916,556","1,980,024",76.3,76.4,1.3175,10.41,4.171,"9,864",13.82,13.8,3.31,3.31
2011/12/08,76.7,76.7,75.3,76.3,"31,710","2,402,903",-0.1309,0.1224,"25,916,556","1,977,433",76.1,76.3,-0.131,10.472,3.6,"7,786",13.8,13.79,3.3,3.3
2011/12/09,76,76,73.5,74.1,"42,027","3,130,202",-2.8834,0.1622,"25,916,556","1,920,416",74.1,74.2,-2.9257,10.302,4.478,"12,223",13.4,13.39,3.21,3.21
2011/12/12,75.1,75.2,74.1,75,"28,589","2,132,391",1.2146,0.1103,"25,916,556","1,943,741",74.9,75,1.2073,10.343,4.022,"5,981",13.56,13.55,3.25,3.25
2011/12/13,73.7,75.2,73.7,75.2,"31,354","2,336,178",0.2667,0.121,"25,916,556","1,948,925",75.1,75.2,0.2663,10.451,3.922,"7,333",13.6,13.59,3.26,3.26
2011/12/14,75.1,75.1,73.9,74.5,"29,240","2,175,048",-0.9309,0.1128,"25,916,556","1,930,783",74.4,74.5,-0.9352,10.314,3.594,"6,635",13.47,13.46,3.23,3.23
2011/12/15,74.1,74.1,72.5,72.5,"36,001","2,631,665",-2.6846,0.1389,"25,916,556","1,878,950",72.5,72.6,-2.7213,10.272,4.062,"10,505",13.11,13.1,3.14,3.14
2011/12/16,72.8,73.4,72.5,72.7,"22,604","1,648,284",0.2759,0.0872,"25,916,556","1,884,133",72.7,72.8,0.2755,10.27,3.196,"5,599",13.15,13.14,3.15,3.15
2011/12/19,73.5,73.5,72,72.5,"24,542","1,775,484",-0.2751,0.0947,"25,916,556","1,878,950",72.4,72.5,-0.2755,10.476,2.969,"7,852",13.11,13.1,3.14,3.14
2011/12/20,72.9,72.9,72,72.8,"27,359","1,980,397",0.4138,0.1056,"25,915,556","1,886,652",72.8,72.9,0.4129,10.473,3.349,"8,626",13.16,13.15,3.15,3.15
2011/12/21,74.9,76,74.1,76,"54,091","4,064,703",4.3956,0.2087,"25,915,556","1,969,582",75.9,76,4.3017,10.456,5.442,"15,782",13.74,13.73,3.29,3.29
2011/12/22,75.3,75.5,74.4,75,"26,771","2,005,803",-1.3158,0.1033,"25,915,556","1,943,666",74.9,75,-1.3245,10.319,2.768,"7,111",13.56,13.55,3.25,3.25
2011/12/23,75.8,75.8,74.6,75.4,"30,276","2,273,984",0.5333,0.1168,"25,915,556","1,954,032",75.3,75.4,0.5319,10.166,2.519,"7,643",13.63,13.62,3.26,3.26
2011/12/26,75.4,75.5,74.7,75,"11,335","851,319",-0.5305,0.0437,"25,915,556","1,943,666",75,75.1,-0.5319,10.138,1.357,"2,995",13.56,13.55,3.25,3.25
2011/12/27,74.8,75.5,74.7,75.5,"14,641","1,099,512",0.6667,0.0565,"25,915,556","1,956,624",75.3,75.5,0.6645,10.216,1.934,"3,813",13.65,13.64,3.27,3.27
2011/12/28,75.3,75.7,74.9,75.7,"20,046","1,508,958",0.2649,0.0774,"25,915,556","1,961,807",75.6,75.7,0.2646,10.285,2.767,"4,774",13.69,13.68,3.28,3.28
2011/12/29,75.4,75.9,75.2,75.8,"24,790","1,874,608",0.1321,0.0957,"25,915,556","1,964,399",75.7,75.8,0.132,10.272,3.695,"5,434",13.71,13.7,3.28,3.28
2011/12/30,75.7,75.9,74.9,75.8,"32,283","2,438,168",0,0.1246,"25,916,222","1,964,449",75.6,75.8,0,10.276,4.133,"5,458",13.71,13.7,3.28,3.28
2012/01/02,75,75.4,74.7,75,"14,945","1,121,673",-1.0554,0.0577,"25,916,222","1,943,716",75,75.1,-1.061,10.324,2.3,"3,402",13.56,13.55,3.25,3.25
2012/01/03,75.5,75.9,75.2,75.7,"21,223","1,605,206",0.9333,0.0819,"25,916,222","1,961,858",75.4,75.7,0.929,10.27,2.59,"5,659",13.69,13.68,3.28,3.28
2012/01/04,76.1,76.1,75.5,75.8,"34,126","2,584,467",0.1321,0.1317,"25,916,222","1,964,449",75.7,75.8,0.132,10.241,3.527,"7,311",13.71,13.7,3.28,3.28
2012/01/05,76,76,75.3,76,"28,076","2,126,987",0.2639,0.1083,"25,916,222","1,969,632",75.9,76,0.2635,10.199,2.867,"7,053",13.74,13.73,3.29,3.29
2012/01/06,75.9,75.9,74.9,75.6,"30,123","2,269,477",-0.5263,0.1162,"25,916,222","1,959,266",75.4,75.6,-0.5277,10.16,2.67,"7,701",13.67,13.66,3.27,3.27
2012/01/09,75.2,75.6,74.6,75.6,"27,655","2,074,522",0,0.1067,"25,916,222","1,959,266",75.2,75.6,0,10.196,3.003,"5,106",13.67,13.66,3.27,3.27
2012/01/10,76,76.5,75.8,76.5,"62,064","4,729,115",1.1905,0.2395,"25,916,222","1,982,590",76.4,76.5,1.1834,10.194,5.042,"14,505",13.83,13.82,3.31,3.31
2012/01/11,76.8,77,76.1,76.5,"44,295","3,388,935",0,0.1709,"25,916,222","1,982,590",76.4,76.5,0,10.181,3.923,"9,749",13.83,13.82,3.31,3.31
2012/01/12,76.7,77.1,76.5,77,"55,520","4,267,531",0.6536,0.2142,"25,916,222","1,995,549",76.9,77,0.6515,10.248,5.584,"14,357",13.92,13.91,3.33,3.33
2012/01/13,77.2,78,77,77.5,"57,757","4,483,256",0.6494,0.2229,"25,916,222","2,008,507",77.3,77.5,0.6473,10.324,4.69,"15,399",14.01,14,3.35,3.36
2012/01/16,76.1,76.9,74.6,75.3,"37,711","2,844,327",-2.8387,0.1455,"25,916,222","1,951,491",75.3,75.4,-2.8798,10.14,3.851,"10,092",13.62,13.61,3.26,3.26
2012/01/17,75.9,75.9,74.9,75.6,"43,995","3,316,458",0.3984,0.1698,"25,916,222","1,959,266",75.6,75.7,0.3976,10.015,3.382,"9,194",13.67,13.66,3.27,3.27
2012/01/18,75.9,76.7,75.6,76.7,"57,181","4,356,043",1.455,0.2206,"25,916,222","1,987,774",76.5,76.7,1.4445,10.143,3.925,"13,544",13.87,13.86,3.32,3.32
2012/01/30,78,79.5,77.2,78.7,"147,548","11,573,235",2.6076,0.5693,"25,916,222","2,039,606",78.6,78.7,2.5741,10.163,8.332,"22,750",14.23,14.22,3.41,3.41
2012/01/31,78.1,78.5,76.3,78.5,"87,917","6,835,437",-0.2541,0.3392,"25,916,527","2,034,447",78.2,78.5,-0.2545,9.988,4.294,"12,126",14.2,14.18,3.4,3.4
2012/02/01,77.5,77.7,76.7,77,"47,222","3,635,636",-1.9108,0.1822,"25,916,527","1,995,572",76.9,77,-1.9293,9.712,2.545,"11,945",13.92,13.91,3.33,3.33
2012/02/02,77.5,77.5,76.1,76.8,"54,065","4,139,408",-0.2597,0.2086,"25,916,527","1,990,389",76.7,76.8,-0.2601,9.556,2.526,"13,604",13.89,13.88,3.32,3.32
2012/02/03,76.3,76.4,75.6,76.2,"49,361","3,748,745",-0.7812,0.1905,"25,916,527","1,974,839",76.1,76.2,-0.7843,9.453,2.501,"12,987",13.78,13.77,3.3,3.3
2012/02/04,76.4,76.7,76,76.5,"22,960","1,751,843",0.3937,0.0886,"25,916,527","1,982,614",76.4,76.5,0.3929,9.409,1.226,"6,273",13.83,13.82,3.31,3.31
2012/02/06,77.3,77.5,76.6,77.4,"47,596","3,677,167",1.1765,0.1837,"25,916,527","2,005,939",77.4,77.5,1.1696,9.585,3.063,"12,277",14,13.98,3.35,3.35
2012/02/07,77.5,77.5,76.8,77.4,"30,008","2,317,938",0,0.1158,"25,916,527","2,005,939",77.3,77.4,0,9.561,1.913,"6,097",14,13.98,3.35,3.35
2012/02/08,77.5,77.5,76.9,77.5,"35,600","2,750,530",0.1292,0.1374,"25,916,527","2,008,530",77.4,77.5,0.1291,9.376,1.748,"9,080",14.01,14,3.35,3.36
2012/02/09,77,78,76.5,78,"70,988","5,478,463",0.6452,0.2739,"25,916,527","2,021,489",77.9,78,0.6431,9.387,3.269,"13,075",14.1,14.09,3.38,3.38
2012/02/10,78,78,76.7,76.9,"47,270","3,664,264",-1.4103,0.1824,"25,916,527","1,992,980",76.9,77,-1.4203,9.307,2.501,"10,331",13.91,13.89,3.33,3.33
2012/02/13,76.4,77.1,76.2,76.6,"36,415","2,786,463",-0.3901,0.1405,"25,916,527","1,985,205",76.6,76.7,-0.3909,9.211,2.081,"9,645",13.85,13.84,3.32,3.32
2012/02/14,77.1,77.4,76.2,77.3,"42,110","3,233,673",0.9138,0.1625,"25,916,527","2,003,347",77.1,77.3,0.9097,9.329,2.376,"9,112",13.98,13.97,3.35,3.35
2012/02/15,77.6,78.5,77.6,78.5,"71,500","5,588,585",1.5524,0.2759,"25,916,527","2,034,447",78.4,78.5,1.5405,9.331,3.636,"15,396",14.2,14.18,3.4,3.4
2012/02/16,78.5,78.9,78,78.5,"59,907","4,698,031",0,0.2312,"25,916,527","2,034,447",78.4,78.5,0,9.492,2.997,"11,614",14.2,14.18,3.4,3.4
2012/02/17,79.5,81.1,79.4,80,"78,979","6,309,497",1.9108,0.3047,"25,916,527","2,073,322",79.9,80,1.8928,9.643,4.287,"14,200",14.47,14.45,3.46,3.46
2012/02/20,80.6,80.8,79.7,80,"31,810","2,546,630",0,0.1227,"25,916,527","2,073,322",79.9,80,0,9.57,2.516,"6,826",14.47,14.45,3.46,3.46
2012/02/21,80,80,79.3,80,"28,138","2,246,058",0,0.1086,"25,916,527","2,073,322",79.9,80,0,9.61,2.046,"7,394",14.47,14.45,3.46,3.46
2012/02/22,79.9,80,79,79.7,"41,142","3,272,417",-0.375,0.1587,"25,916,527","2,065,547",79.6,79.7,-0.3757,9.478,2.254,"9,208",14.41,14.4,3.45,3.45
2012/02/23,79,79.4,77.7,78.1,"59,975","4,682,232",-2.0075,0.2314,"25,916,527","2,024,080",78.1,78.2,-2.028,9.364,3.799,"14,125",14.12,14.11,3.38,3.38
2012/02/24,77.5,79.1,77.2,79.1,"41,026","3,210,715",1.2804,0.1583,"25,916,527","2,049,997",79,79.1,1.2723,9.458,2.985,"8,549",14.3,14.29,3.42,3.42
2012/02/29,80.2,81.1,79.4,81.1,"78,339","6,287,743",2.5284,0.3023,"25,917,753","2,101,929",81.1,81.2,2.497,9.502,4.119,"18,172",14.67,14.65,3.51,3.51
2012/03/01,81,81,80.1,80.1,"21,239","1,710,833",-1.233,0.0819,"25,917,753","2,076,012",80.1,80.3,-1.2407,9.387,1.386,"6,032",14.48,14.47,3.47,3.47
