2330 台積電 -- 20110101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ
2013/01/21,101,101,100,100.5,"17,310","1,738,509",-0.9852,0.0668,"25,924,435","2,605,405",100,100.5,-0.9901,12.207,3.371,"5,625",16.69,16.36,3.86,3.86
2013/01/22,101,101,99.9,101,"21,946","2,205,121",0.4975,0.0847,"25,924,435","2,618,367",100.5,101,0.4963,12.215,3.855,"5,388",16.78,16.44,3.88,3.88
2013/01/23,101.5,101.5,100,101,"30,821","3,111,421",0,0.1189,"25,924,435","2,618,367",100.5,101,0,12.239,5.031,"7,292",16.78,16.44,3.88,3.88
2013/01/24,100,100.5,99.2,99.9,"40,653","4,059,542",-1.0891,0.1568,"25,924,435","2,589,851",99.8,99.9,-1.0951,12.181,5.703,"8,257",16.59,16.26,3.84,3.84
2013/01/25,99.9,99.9,98,99,"48,674","4,801,805",-0.9009,0.1878,"25,924,435","2,566,519",98.9,99,-0.905,12.107,7.491,"11,885",16.45,16.12,3.8,3.8
2013/01/28,98.7,99.5,98.6,99.3,"29,190","2,893,310",0.303,0.1126,"25,924,435","2,574,296",99.2,99.3,0.3026,12.078,5.202,"7,200",16.5,16.17,3.82,3.82
2013/01/29,100,101.5,99.7,101,"36,060","3,624,866",1.712,0.1391,"25,924,435","2,618,367",101,101.5,1.6975,12.147,5.026,"12,071",16.78,16.44,3.88,3.88
2013/01/30,102,102,100.5,101.5,"28,862","2,923,728",0.495,0.1113,"25,924,435","2,631,330",101.5,102,0.4938,12.159,3.787,"6,963",16.86,16.52,3.9,3.9
2013/01/31,100.5,101.5,100,101.5,"42,489","4,266,277",0,0.1639,"25,925,694","2,631,457",101,101.5,0,12.131,5.53,"6,481",16.86,16.52,3.9,3.9
2013/02/01,101.5,101.5,100.5,101.5,"23,211","2,343,091",0,0.0895,"25,925,694","2,631,457",101,101.5,0,12.068,3.235,"7,596",16.86,16.52,3.9,3.9
2013/02/04,102,103,102,103,"35,257","3,618,099",1.4778,0.136,"25,925,694","2,670,346",102.5,103,1.467,12.142,4.216,"10,873",17.11,16.77,3.96,3.96
2013/02/05,103,103,101.5,103,"17,896","1,832,150",0,0.069,"25,925,694","2,670,346",102.5,103,0,12.197,2.376,"5,200",17.11,16.77,3.96,3.96
2013/02/06,103.5,105,103,105,"32,330","3,369,267",1.9417,0.1247,"25,925,694","2,722,197",104.5,105,1.9231,12.403,3.743,"9,340",17.44,17.09,4.04,4.04
2013/02/18,107,108.5,106.5,107,"64,345","6,895,059",1.9048,0.2482,"25,925,694","2,774,049",107,107.5,1.8868,12.581,7.333,"13,470",17.77,17.42,4.11,4.11
2013/02/19,108.5,108.5,106.5,107,"22,103","2,372,380",0,0.0853,"25,925,694","2,774,049",107,107.5,0,12.542,3.033,"6,114",17.77,17.42,4.11,4.11
2013/02/20,108.5,109.5,108,109,"41,921","4,558,604",1.8692,0.1617,"25,925,694","2,825,900",108.5,109,1.8519,12.687,4.702,"10,171",18.11,17.75,4.19,4.19
2013/02/21,108.5,108.5,107,107,"30,551","3,287,642",-1.8349,0.1178,"25,925,694","2,774,049",107,107.5,-1.8519,12.567,4.025,"7,485",17.77,17.42,4.11,4.11
2013/02/22,106,106.5,105,105.5,"39,577","4,188,440",-1.4019,0.1527,"25,925,694","2,735,160",105,105.5,-1.4118,12.406,5.682,"10,313",17.52,17.18,4.05,4.05
2013/02/23,106.5,107.5,106,107,"10,174","1,083,855",1.4218,0.0392,"25,925,694","2,774,049",106.5,107,1.4118,12.52,2.109,"3,022",17.77,17.42,4.11,4.11
2013/02/25,106.5,107,105,105,"37,216","3,938,987",-1.8692,0.1435,"25,925,694","2,722,197",105,105.5,-1.8868,12.347,5.508,"8,564",17.44,17.09,4.04,4.04
2013/02/26,103.5,105,102.5,103.5,"38,498","4,006,611",-1.4286,0.1485,"25,925,694","2,683,309",103.5,104,-1.4389,12.274,5.81,"9,572",17.19,16.85,3.71,3.98
2013/02/27,102,104.5,101,104.5,"81,358","8,385,327",0.9662,0.3138,"25,926,367","2,709,305",104,104.5,0.9615,12.367,11.46,"13,654",16.3,17.01,3.75,4.02
2013/03/01,103,105,102.5,105,"35,081","3,651,664",0.4785,0.1353,"25,926,367","2,722,268",104.5,105,0.4773,12.291,4.608,"9,263",16.38,17.09,3.76,4.04
2013/03/04,104.5,104.5,101.5,102,"55,265","5,652,060",-2.8571,0.2132,"25,926,367","2,644,489",101.5,102,-2.8988,12.088,6.822,"11,896",15.91,16.61,3.66,3.92
2013/03/05,103.5,104,102.5,104,"56,213","5,798,480",1.9608,0.2168,"25,926,367","2,696,342",103.5,104,1.9418,12.222,6.443,"9,603",16.22,16.93,3.73,4
2013/03/06,104,104.5,103,104,"38,026","3,944,092",0,0.1467,"25,926,367","2,696,342",103.5,104,0,12.193,3.92,"6,844",16.22,16.93,3.73,4
2013/03/07,103.5,104,103,103,"20,783","2,150,594",-0.9615,0.0802,"25,926,367","2,670,415",103,103.5,-0.9662,12.06,2.656,"6,812",16.07,16.77,3.69,3.96
2013/03/08,103,104.5,102,103.5,"46,036","4,753,123",0.4854,0.1776,"25,926,367","2,683,378",103.5,104,0.4843,12.036,5.184,"8,598",16.15,16.85,3.71,3.98
2013/03/11,102,104,102,102,"36,093","3,706,837",-1.4493,0.1392,"25,926,367","2,644,489",102,102.5,-1.4599,11.827,3.981,"9,071",15.91,16.61,3.66,3.92
2013/03/12,102,103,101.5,102.5,"30,064","3,075,447",0.4902,0.116,"25,926,367","2,657,452",102,102.5,0.489,11.95,3.482,"6,294",15.99,16.69,3.67,3.94
2013/03/13,102.5,105,102,104.5,"57,955","6,009,069",1.9512,0.2235,"25,926,367","2,709,305",104,104.5,1.9324,12.182,7.522,"9,978",16.3,17.01,3.75,4.02
2013/03/14,104,104.5,103,104,"33,067","3,435,727",-0.4785,0.1275,"25,926,367","2,696,342",104,104.5,-0.4796,12.19,4.689,"7,022",16.22,16.93,3.73,4
2013/03/15,105,105,103,103,"35,632","3,696,617",-0.9615,0.1374,"25,926,367","2,670,415",103,103.5,-0.9662,12.11,4.099,"6,030",16.07,16.77,3.69,3.96
2013/03/18,102,102,100.5,100.5,"44,188","4,472,705",-2.4272,0.1704,"25,926,367","2,605,599",100.5,101,-2.4571,11.992,6.607,"11,128",15.68,16.36,3.6,3.86
2013/03/19,101,101.5,99.6,100,"50,765","5,104,261",-0.4975,0.1958,"25,926,367","2,592,636",100,100.5,-0.4988,11.891,7.18,"11,099",15.6,16.28,3.58,3.84
2013/03/20,99.5,99.5,98.8,98.8,"64,024","6,344,606",-1.2,0.2469,"25,926,367","2,561,525",98.8,98.9,-1.2073,11.809,8.888,"13,861",15.41,16.09,3.54,3.8
2013/03/21,98.8,100.5,98.7,98.7,"58,467","5,799,884",-0.1012,0.2255,"25,926,367","2,558,932",98.7,98.8,-0.1013,11.775,8.619,"13,448",15.4,16.07,3.54,3.79
2013/03/22,98.6,99.1,98,98,"44,937","4,420,118",-0.7092,0.1733,"25,926,367","2,540,783",98,98.1,-0.7117,11.715,7.023,"12,072",15.29,15.96,3.51,3.77
2013/03/25,99.9,100.5,99.2,99.5,"25,469","2,540,453",1.5306,0.0982,"25,926,367","2,579,673",99.5,99.6,1.519,11.804,4.399,"7,606",15.52,16.2,3.57,3.82
2013/03/26,99.2,99.4,98.8,99,"27,220","2,698,733",-0.5025,0.105,"25,926,367","2,566,710",99,99.1,-0.5038,11.744,4.051,"8,019",15.44,16.12,3.55,3.81
2013/03/27,99,100.5,98.8,100.5,"29,969","2,992,059",1.5152,0.1156,"25,926,367","2,605,599",100,100.5,1.5038,11.865,4.591,"7,304",15.68,16.36,3.6,3.86
2013/03/28,100,100.5,99.3,100,"29,558","2,945,126",-0.4975,0.114,"25,926,367","2,592,636",99.9,100,-0.4988,11.848,4.623,"7,232",15.6,16.28,3.58,3.84
2013/03/29,100,101,99.8,100.5,"19,003","1,907,250",0.5,0.0733,"25,928,232","2,605,787",100.5,101,0.4988,11.828,3.444,"5,024",15.68,16.36,3.6,3.86
2013/04/01,101,102,100.5,101,"16,374","1,657,592",0.4975,0.0632,"25,928,232","2,618,751",100.5,101,0.4963,11.913,3.179,"4,450",15.76,16.44,3.62,3.88
2013/04/02,100.5,101,99.8,100.5,"22,334","2,242,499",-0.495,0.0861,"25,928,232","2,605,787",100.5,101,-0.4963,11.834,3.998,"6,500",15.68,16.36,3.6,3.86
2013/04/03,101.5,101.5,100,100.5,"27,097","2,731,161",0,0.1045,"25,928,232","2,605,787",100,100.5,0,11.79,4.046,"6,886",15.68,16.36,3.6,3.86
2013/04/08,99,99.5,98.5,98.5,"58,367","5,768,632",-1.99,0.2251,"25,928,232","2,553,930",98.5,98.6,-2.0101,11.831,6.578,"11,496",15.37,16.04,3.53,3.79
2013/04/09,98,98.5,97.5,97.5,"41,316","4,045,349",-1.0152,0.1593,"25,928,232","2,528,002",97.5,97.6,-1.0204,11.747,5.922,"10,389",15.21,15.87,3.49,3.75
2013/04/10,98.8,98.8,97.7,98.3,"36,746","3,604,766",0.8205,0.1417,"25,928,232","2,548,745",98.2,98.3,0.8172,11.807,5.545,"7,197",15.34,16.01,3.52,3.78
2013/04/11,99,101.5,98.8,101.5,"57,867","5,799,700",3.2553,0.2232,"25,928,232","2,631,715",101,101.5,3.2035,12.028,7.992,"12,430",15.83,16.53,3.64,3.9
2013/04/12,101.5,101.5,100,100.5,"19,568","1,968,624",-0.9852,0.0755,"25,928,232","2,605,787",100.5,101,-0.9901,11.965,2.88,"5,602",15.68,16.36,3.6,3.86
2013/04/15,100.5,101,99.1,99.4,"23,440","2,343,267",-1.0945,0.0904,"25,928,232","2,577,266",99.4,99.5,-1.1006,11.923,3.675,"6,275",15.51,16.18,3.56,3.82
2013/04/16,98.2,101,98.2,100.5,"35,918","3,576,311",1.1066,0.1385,"25,928,232","2,605,787",100,100.5,1.1006,11.997,5.632,"8,309",15.68,16.36,3.6,3.86
2013/04/17,101.5,101.5,99.7,100,"35,897","3,598,786",-0.4975,0.1384,"25,928,232","2,592,823",100,100.5,-0.4988,11.925,5.033,"7,663",15.6,16.28,3.58,3.84
2013/04/18,100,101,99.4,99.9,"33,083","3,316,064",-0.1,0.1276,"25,928,232","2,590,230",99.9,100,-0.1001,11.939,4.589,"7,209",15.59,16.27,3.58,3.84
2013/04/19,105.5,106.5,105.5,106.5,"66,950","7,110,036",6.6066,0.2582,"25,928,232","2,761,356",106.5,-,6.3975,12.504,8.496,"15,197",16.61,17.34,3.82,4.09
2013/04/22,108.5,109.5,107.5,108.5,"72,502","7,859,371",1.8779,0.2796,"25,928,232","2,813,213",108,108.5,1.8605,12.676,10.61,"16,146",16.93,17.67,3.89,4.17
2013/04/23,106.5,107.5,105.5,106,"46,146","4,903,358",-2.3041,0.178,"25,928,232","2,748,392",105.5,106,-2.3311,12.427,6.709,"10,405",16.54,17.26,3.8,4.07
2013/04/24,106.5,107,104.5,106,"35,495","3,753,132",0,0.1369,"25,928,232","2,748,392",105.5,106,0,12.303,4.694,"10,908",16.54,17.26,3.8,4.07
2013/04/25,106,107,105.5,107,"26,287","2,792,181",0.9434,0.1014,"25,928,232","2,774,320",106.5,107,0.939,12.423,3.849,"7,044",16.69,17.42,3.84,4.11
2013/04/26,107,109,107,108.5,"36,776","3,975,714",1.4019,0.1418,"25,928,232","2,813,213",108,108.5,1.3921,12.596,4.464,"11,735",16.93,17.67,3.89,4.17
2013/04/29,108.5,108.5,107.5,108,"21,092","2,279,129",-0.4608,0.0813,"25,928,232","2,800,249",108,108.5,-0.4619,12.526,3.06,"6,502",16.85,17.58,3.87,4.15
2013/04/30,108.5,109.5,108.5,109.5,"34,612","3,772,841",1.3889,0.1335,"25,928,305","2,839,149",109,109.5,1.3793,12.599,3.893,"10,732",17.08,17.83,3.92,4.21
2013/05/02,110,111,109,110.5,"38,796","4,272,592",0.9132,0.1496,"25,928,305","2,865,077",110,110.5,0.9091,12.636,5.029,"10,471",17.24,17.99,3.96,4.25
2013/05/03,111.5,112.5,110,110,"36,621","4,072,080",-0.4525,0.1412,"25,928,305","2,852,113",110,110.5,-0.4535,12.569,4.836,"9,832",17.16,17.91,3.94,4.23
2013/05/06,111.5,111.5,110.5,111.5,"19,393","2,156,914",1.3636,0.0748,"25,928,305","2,891,006",111,111.5,1.3544,12.687,2.866,"6,706",17.39,18.15,4,4.29
2013/05/07,112,113,111,112.5,"22,448","2,521,248",0.8969,0.0866,"25,928,305","2,916,934",112.5,113,0.8929,12.804,3.354,"7,353",17.55,18.32,4.03,4.32
2013/05/08,112.5,115,112.5,114.5,"42,509","4,842,348",1.7778,0.1639,"25,928,305","2,968,790",114,114.5,1.7622,12.868,5.277,"11,870",17.86,18.64,4.1,4.4
2013/05/09,116,116,114.5,115,"27,606","3,186,565",0.4367,0.1065,"25,928,305","2,981,755",114.5,115,0.4357,12.895,3.699,"9,101",17.94,18.72,4.12,4.42
2013/05/10,115,115,113.5,114.5,"27,536","3,146,083",-0.4348,0.1062,"25,928,305","2,968,790",114,114.5,-0.4357,12.848,3.97,"7,521",17.86,18.64,4.1,4.4
2013/05/13,115,115.5,114,114.5,"18,263","2,094,696",0,0.0704,"25,928,305","2,968,790",114.5,115,0,12.897,3.203,"3,993",17.86,18.64,4.1,4.4
2013/05/14,115.5,116.5,115,115.5,"27,855","3,224,146",0.8734,0.1074,"25,928,305","2,994,719",115.5,116,0.8696,13.005,4.664,"7,881",18.02,18.81,4.14,4.44
2013/05/15,115,116,113.5,115,"29,107","3,338,273",-0.4329,0.1123,"25,928,305","2,981,755",114.5,115,-0.4338,12.845,3.796,"6,849",17.94,18.72,3.89,4.42
2013/05/16,115,116,113,113.5,"45,770","5,227,824",-1.3043,0.1765,"25,928,305","2,942,862",113.5,114,-1.3129,12.57,4.452,"10,033",17.09,18.48,3.84,4.36
2013/05/17,112,113.5,111.5,113.5,"19,316","2,177,150",0,0.0745,"25,928,305","2,942,862",113,113.5,0,12.603,2.47,"6,145",17.09,18.48,3.84,4.36
2013/05/20,112.5,114,112.5,114,"16,882","1,911,454",0.4405,0.0651,"25,928,305","2,955,826",114,114.5,0.4396,12.645,2.778,"4,897",17.17,18.56,3.86,4.38
2013/05/21,113,113.5,112,112.5,"17,238","1,941,365",-1.3158,0.0665,"25,928,305","2,916,934",112.5,113,-1.3245,12.472,2.361,"5,038",16.94,18.32,3.81,4.32
2013/05/22,112.5,113.5,111,112,"34,068","3,821,447",-0.4444,0.1314,"25,928,305","2,903,970",111.5,112,-0.4454,12.393,4.439,"8,462",16.87,18.24,3.79,4.31
2013/05/23,110.5,111.5,108,108,"46,874","5,132,481",-3.5714,0.1808,"25,928,305","2,800,256",108,108.5,-3.6368,12.184,5.031,"12,254",16.27,17.58,3.65,4.15
2013/05/24,109.5,110.5,108.5,109.5,"26,736","2,929,037",1.3889,0.1031,"25,928,305","2,839,149",109,109.5,1.3793,12.395,3.599,"7,786",16.49,17.83,3.71,4.21
2013/05/27,109.5,112,109.5,112,"19,161","2,129,098",2.2831,0.0739,"25,928,305","2,903,970",111.5,112,2.2574,12.571,3.703,"6,339",16.87,18.24,3.79,4.31
2013/05/28,112,112.5,109.5,109.5,"22,762","2,520,915",-2.2321,0.0878,"25,928,305","2,839,149",109.5,110,-2.2574,12.315,3.928,"5,944",16.49,17.83,3.71,4.21
2013/05/29,110.5,112,110.5,111,"16,781","1,865,802",1.3699,0.0647,"25,928,305","2,878,041",111,111.5,1.3606,12.372,2.398,"4,809",16.72,18.07,3.76,4.27
2013/05/30,111,111.5,109.5,110,"36,121","3,987,922",-0.9009,0.1393,"25,928,305","2,852,113",110,110.5,-0.905,12.401,4.952,"6,534",16.57,17.91,3.72,4.23
2013/05/31,111.5,111.5,109,109.5,"37,205","4,086,301",-0.4545,0.1435,"25,928,305","2,839,149",109.5,110,-0.4556,12.325,3.702,"7,620",16.49,17.83,3.71,4.21
2013/06/03,108,108.5,106.5,107.5,"35,834","3,858,216",-1.8265,0.1382,"25,928,305","2,787,292",107.5,108,-1.8434,12.179,5.328,"9,111",16.19,15.91,3.64,3.64
2013/06/04,109,110,107.5,109,"27,476","2,987,301",1.3953,0.106,"25,928,305","2,826,185",108.5,109,1.3857,12.364,4.233,"6,964",16.42,16.13,3.69,3.69
2013/06/05,109.5,110.5,108.5,109.5,"25,581","2,802,975",0.4587,0.0987,"25,928,305","2,839,149",109.5,110,0.4577,12.435,3.721,"4,331",16.49,16.21,3.71,3.71
2013/06/06,108.5,109.5,107,107.5,"34,251","3,696,663",-1.8265,0.1321,"25,928,305","2,787,292",107,108,-1.8434,12.337,4.932,"8,225",16.19,15.91,3.64,3.64
2013/06/07,108,109.5,108,108.5,"33,085","3,599,966",0.9302,0.1276,"25,928,305","2,813,221",108.5,109,0.9259,12.453,4.271,"9,288",16.34,16.06,3.67,3.67
2013/06/10,110,110,108,108.5,"21,941","2,389,739",0,0.0846,"25,928,305","2,813,221",108.5,109,0,12.354,3.822,"5,544",16.34,16.06,3.67,3.67
2013/06/11,110,110,108,108,"37,162","4,039,110",-0.4608,0.1433,"25,928,305","2,800,256",108,108.5,-0.4619,12.364,6.077,"7,971",16.27,15.98,3.65,3.66
2013/06/13,106,107,104,104.5,"61,059","6,426,059",-3.2407,0.2355,"25,928,305","2,709,507",104.5,105,-3.2944,12.211,7.528,"15,038",15.74,15.47,3.54,3.54
2013/06/14,105,106,104.5,106,"41,207","4,344,673",1.4354,0.1589,"25,928,305","2,748,400",105.5,106,1.4252,12.404,5.923,"8,686",15.96,15.69,3.59,3.59
2013/06/17,105.5,106,105,106,"23,014","2,427,943",0,0.0888,"25,928,305","2,748,400",105.5,106,0,12.318,4.456,"7,015",15.96,15.69,3.59,3.59
2013/06/18,105,106.5,104.5,106.5,"31,676","3,345,414",0.4717,0.1222,"25,928,305","2,761,364",106,106.5,0.4706,12.348,5.599,"6,753",16.04,15.76,3.6,3.6
2013/06/19,106,106.5,105,105.5,"22,084","2,334,582",-0.939,0.0852,"25,928,305","2,735,436",105.5,106,-0.9434,12.238,3.676,"5,112",15.89,15.61,3.57,3.57
2013/06/20,105,105.5,103.5,104,"29,998","3,129,908",-1.4218,0.1157,"25,928,305","2,696,543",103.5,104,-1.432,12.23,4.09,"8,257",15.66,15.39,3.52,3.52
2013/06/21,102,103.5,101.5,103.5,"39,844","4,087,505",-0.4808,0.1537,"25,928,305","2,683,579",103,103.5,-0.4819,12.336,3.541,"8,632",15.59,15.32,3.5,3.5
2013/06/24,102.5,102.5,100,101,"54,091","5,489,104",-2.4155,0.2086,"25,928,305","2,618,758",101,101.5,-2.4451,12.092,6.894,"12,255",15.21,14.95,3.42,3.42
2013/06/25,101,103,101,101,"33,897","3,438,163",0,0.1307,"25,928,305","2,618,758",101,101.5,0,12.242,3.847,"8,672",15.21,14.95,3.42,3.42
2013/06/26,103,104,101.5,101.5,"55,865","5,734,087",0.495,0.2155,"25,928,305","2,631,722",101.5,102,0.4938,12.111,6.367,"12,682",15.29,15.02,3.43,3.44
2013/06/27,103,105,103,104.5,"46,982","4,874,831",2.9557,0.1812,"25,928,305","2,709,507",104,104.5,2.9128,12.312,5.67,"12,441",15.74,15.47,3.54,3.54
2013/06/28,106,111,105,111,"74,514","8,058,161",6.2201,0.2874,"25,928,305","2,878,041",110,111,6.0343,12.787,8.907,"15,111",16.72,16.43,3.76,3.76
2013/07/01,109,109.5,108,108,"51,935","5,643,988",-2.7027,0.2003,"25,928,305","2,800,256",108,108.5,-2.7399,12.477,7.376,"14,947",16.27,15.98,3.65,3.66
2013/07/02,109,110,108.5,110,"44,982","4,926,391",1.8519,0.1735,"25,928,305","2,852,113",109.5,110,1.8349,12.739,6.869,"12,114",16.57,16.28,3.72,3.72
2013/07/03,107,107,105.5,107,"44,740","4,763,771",-0.0004,0.1726,"25,928,305","2,774,328",106.5,107,-0.0004,12.557,5.673,"11,083",16.11,15.84,3.62,3.62
2013/07/04,106.5,107,106,107,"24,500","2,612,823",0,0.0945,"25,928,305","2,774,328",106.5,107,0,12.581,3.759,"7,185",16.11,15.84,3.62,3.62
2013/07/05,107.5,109.5,107,109,"28,276","3,076,586",1.8692,0.1091,"25,928,305","2,826,185",109,109.5,1.8519,12.644,4.067,"8,054",16.42,16.13,3.69,3.69
2013/07/08,107,108,104.5,105,"32,770","3,465,016",-3.6697,0.1264,"25,928,305","2,722,472",105,105.5,-3.7388,12.358,4.781,"8,927",15.81,15.54,3.55,3.55
2013/07/09,104.5,106.5,103.5,106,"35,511","3,723,458",0.9524,0.137,"25,928,305","2,748,400",105.5,106,0.9479,12.328,5.176,"7,985",15.96,15.69,3.59,3.59
2013/07/10,104.5,107,104.5,106,"22,082","2,339,157",0,0.0852,"25,928,305","2,748,400",105.5,106,0,12.266,2.781,"6,180",15.96,15.69,3.59,3.59
2013/07/11,107.5,109.5,107.5,109.5,"56,918","6,191,867",3.3019,0.2195,"25,928,305","2,839,149",109,109.5,3.2485,12.41,5.849,"13,597",16.49,16.21,3.71,3.71
2013/07/12,109.5,110,108.5,110,"31,046","3,400,554",0.4566,0.1197,"25,928,305","2,852,113",109.5,110,0.4556,12.421,4.006,"8,347",16.57,16.28,3.72,3.72
2013/07/15,108.5,109.5,108,109.5,"33,373","3,638,316",-0.4545,0.1287,"25,928,305","2,839,149",109,110,-0.4556,12.313,4.47,"7,527",16.49,16.21,3.71,3.71
2013/07/16,108.5,109,107,108,"35,961","3,873,701",-1.3699,0.1387,"25,928,305","2,800,256",107.5,108,-1.3793,12.137,4.401,"7,121",16.27,15.98,3.65,3.66
2013/07/17,108,109,107,109,"40,121","4,346,512",0.9259,0.1547,"25,928,305","2,826,185",108.5,109,0.9217,12.25,4.668,"7,538",16.42,16.13,3.69,3.69
2013/07/18,107.5,108,105.5,105.5,"53,223","5,664,708",-3.211,0.2053,"25,928,305","2,735,436",105.5,106,-3.2637,11.95,6.127,"10,862",15.89,15.61,3.57,3.57
2013/07/19,99.4,99.7,98.2,98.2,"123,330","12,202,689",-6.9194,0.4757,"25,928,305","2,546,159",-,98.2,-7.1705,11.3,12.364,"33,783",14.79,14.53,3.32,3.32
2013/07/22,98,98.4,96.9,97,"88,048","8,606,772",-1.222,0.3396,"25,928,305","2,515,045",97,97.1,-1.2295,11.102,11.404,"23,948",14.61,14.36,3.28,3.28
2013/07/23,98.5,101.5,98.5,100,"85,595","8,570,434",3.0928,0.3301,"25,928,305","2,592,830",99.9,100,3.0459,11.293,8.623,"20,652",15.06,14.8,3.38,3.38
2013/07/24,100.5,103,100,102,"58,355","5,938,843",2,0.2251,"25,928,305","2,644,687",101.5,102,1.9803,11.545,7.012,"13,201",15.36,15.1,3.45,3.45
2013/07/25,102,103.5,101,102.5,"37,559","3,849,460",0.4902,0.1449,"25,928,305","2,657,651",102,102.5,0.489,11.648,4.715,"9,555",15.44,15.17,3.47,3.47
2013/07/26,103,103,101,102.5,"31,817","3,249,114",0,0.1227,"25,928,305","2,657,651",102,102.5,0,11.668,4.681,"7,680",15.44,15.17,3.47,3.47
2013/07/29,100,101.5,100,100,"38,334","3,858,681",-2.439,0.1478,"25,928,305","2,592,830",100,100.5,-2.4693,11.475,6.001,"9,559",15.06,14.8,3.38,3.38
2013/07/30,100.5,102.5,100.5,102,"33,871","3,442,691",2,0.1306,"25,928,305","2,644,687",101.5,102,1.9803,11.591,5.004,"8,756",15.36,15.1,3.45,3.45
2013/07/31,101.5,103,101,102.5,"36,997","3,780,910",0.4902,0.1427,"25,928,305","2,657,651",102,102.5,0.489,11.725,4.737,"7,128",15.44,15.17,3.47,3.47
2013/08/01,102,102,100,100.5,"32,509","3,285,635",-1.9512,0.1254,"25,928,305","2,605,794",100.5,101,-1.9705,11.565,4.466,"7,756",15.14,14.87,3.4,3.4
2013/08/02,102.5,103,100,100.5,"28,039","2,845,200",0,0.1081,"25,928,305","2,605,794",100.5,101,0,11.503,3.385,"7,866",15.14,14.87,3.4,3.4
2013/08/05,100,101.5,99.9,100.5,"23,372","2,349,053",0,0.0901,"25,928,305","2,605,794",100,100.5,0,11.448,3.367,"6,400",15.14,14.87,3.4,3.4
2013/08/06,100.5,100.5,98.6,98.8,"42,787","4,242,132",-1.6915,0.165,"25,928,305","2,561,716",98.8,98.9,-1.706,11.394,5.388,"13,012",14.88,14.62,3.34,3.34
2013/08/07,98.5,98.5,97,97,"45,969","4,484,924",-1.8219,0.1773,"25,928,305","2,515,045",97,97.1,-1.8387,11.357,6.039,"15,082",14.61,14.36,3.28,3.28
2013/08/08,96,97.1,95.3,96.4,"55,873","5,383,171",-0.6186,0.2155,"25,928,305","2,499,488",96.3,96.4,-0.6205,11.307,6.798,"14,412",14.52,14.27,3.26,3.26
2013/08/09,100,100,96.4,96.4,"47,192","4,585,250",0,0.182,"25,928,305","2,499,488",96.4,96.5,0,11.381,6.15,"13,162",14.52,14.27,3.26,3.26
2013/08/12,96.4,96.7,95.6,96,"33,454","3,215,945",-0.4149,0.129,"25,928,305","2,489,117",96,96.1,-0.4158,11.266,5.218,"10,395",14.46,14.21,3.25,3.25
2013/08/13,96,97.4,96,97.2,"34,392","3,332,838",1.25,0.1326,"25,928,305","2,520,231",97.1,97.2,1.2423,11.289,4.23,"9,192",14.64,14.38,3.29,3.29
2013/08/14,96,97.3,95.8,96.8,"44,023","4,245,439",-0.4115,0.1698,"25,928,305","2,509,859",96.8,96.9,-0.4124,11.291,5.535,"9,471",14.58,14.33,3.36,3.28
2013/08/15,96.4,96.4,95.3,96,"42,687","4,096,103",-0.8264,0.1646,"25,928,305","2,489,117",95.9,96,-0.8299,11.288,5.284,"13,251",13.66,14.21,3.34,3.25
2013/08/16,95.4,97.5,95.2,96.5,"37,698","3,632,993",0.5208,0.1454,"25,928,305","2,502,081",96.4,96.5,0.5195,11.293,4.936,"11,061",13.73,14.28,3.35,3.27
2013/08/19,95.5,96.1,95.3,95.5,"52,061","4,975,788",-1.0363,0.2008,"25,928,305","2,476,153",95.5,95.6,-1.0417,11.21,6.994,"11,661",13.58,14.13,3.32,3.23
2013/08/20,95.2,95.4,94.4,94.4,"42,471","4,029,465",-1.1518,0.1638,"25,928,305","2,447,631",94.3,94.4,-1.1585,11.176,4.946,"13,924",13.43,13.97,3.28,3.19
2013/08/22,93,94.9,92.9,94.5,"60,311","5,666,452",0.1059,0.2326,"25,928,305","2,450,224",94.4,94.5,0.1059,11.214,6.44,"15,238",13.44,13.99,3.28,3.2
2013/08/23,95.7,97.3,95.5,97,"44,454","4,301,442",2.6455,0.1714,"25,928,305","2,515,045",97,97.1,2.6111,11.424,6.077,"12,547",13.8,14.36,3.37,3.28
2013/08/26,97.6,97.6,96.1,96.8,"18,698","1,810,213",-0.2062,0.0721,"25,928,305","2,509,859",96.8,96.9,-0.2064,11.369,3.146,"6,745",13.77,14.33,3.36,3.28
2013/08/27,96,96.8,95.6,95.6,"24,474","2,352,807",-1.2397,0.0944,"25,928,305","2,478,745",95.6,95.7,-1.2474,11.335,3.419,"7,827",13.6,14.15,3.32,3.24
2013/08/28,95.6,97.3,95.1,96.8,"35,977","3,476,155",1.2552,0.1388,"25,928,305","2,509,859",96.8,96.9,1.2474,11.472,5.716,"10,927",13.77,14.33,3.36,3.28
2013/08/29,96.9,98.9,96.9,98.7,"52,396","5,026,886",1.9628,0.2021,"25,928,305","2,559,123",98.5,98.7,1.9438,11.559,6.874,"11,284",14.04,14.61,3.43,3.34
